id,name,nationality,birthplace,birthday,height,weight,team_id,position
318,纳乔·费尔南德斯,西班牙,马德里,1990年1月18日,180cm,77kg,12,中后卫
319,丹尼尔·卡瓦哈尔,西班牙,莱加内斯,1992年1月11日,173CM,73kg,12,右后卫
320,卡洛斯·恩里克·卡塞米罗,巴西,圣若泽杜斯坎普斯,1992年2月23日,185cm,84kg,12,防守型中场
321,卢卡斯·巴斯克斯,西班牙,柯蒂斯（Curtis）,1991年7月1日,173cm,70kg,12,右边锋/中场
323,哈维尔·阿库纳,巴拉圭,亚松森,1988年6月23日,175.0CM,70.0KG,12,前锋
325,弗朗西斯科·罗曼·阿拉尔孔·苏亚雷斯（伊斯科）,西班牙,贝纳尔马德纳（西班牙）,1992年4月21日,1.76米,74kg,12,左边锋
326,拉斐尔·瓦拉内,法国,里尔,1993年04月25日,191cm,78kg,12,中后卫
327,杰瑟·罗德里格斯,西班牙,拉斯帕尔玛斯,1993年2月26日,178cm,72kg,12,前锋
329,罗伯托·卡洛斯,巴西,圣保罗州加尔萨市,1973年4月10日,168cm,67kg,12,左后卫
332,丹尼尔·塞瓦略斯·费尔南德斯,西班牙,西班牙塞维利亚,1996年8月7日,176cm,65kg,12,中场
333,马尔科·阿森西奥,FromKB 西班牙,帕尔玛,1996年1月21日,180cm,75kg,12,边锋/中场
335,马里亚诺·迪亚兹,多米尼加/西班牙,西班牙巴塞罗那,1993年8月1日,1.80 m,76 kg,12,前锋
339,丹尼尔·卡里索,葡萄牙,Cascais,1988-08-04,182cm,79kg,13,后卫
340,何塞·卡洛斯·费尔南德斯,西班牙,未知（西班牙）,1987-07-17,176厘米,63公斤,13,前锋
341,加布里埃尔·梅尔卡多,阿根廷,马德林港（阿根廷）,1987-03-18,181厘米,85公斤,13,后卫
342,塞尔吉奥·里科·冈萨雷斯,西班牙,塞维利亚-安达卢西亚,1993年9月1日,194cm,88kg,13,门将
344,塞巴斯蒂安·科尔夏,法国（意大利）双重国籍,努瓦西勒塞克,1990年11月1日,176cm,69kg,13,右后卫
345,安东尼奥·阿尔瓦雷斯,西班牙,马切纳,1955-04-10,185厘米,78公斤,13,后卫
347,尼古拉斯·帕雷哈,阿根廷,阿根廷联邦首都区,1984-01-19,180.0  CM,75.0  KG,13,后卫
348,杰西·纳瓦斯,西班牙,西班牙洛斯·帕拉西奥斯,1985年11月21日,170厘米,60千克,13,中场
349,大卫·索里亚,西班牙,马德里,1993年4月4日,190cm,83kg,13,门将
350,维桑·本耶德尔,法国（突尼斯）双重国籍,萨塞勒,1990年8月12日,170cm,68kg,13,中锋
351,耶德尔,法国（突尼斯）双重国籍,萨塞勒,1990年8月12日,170cm,68kg,13,中锋
352,胡利恩·埃斯库德,法国,沙尔梅,1979-08-17,180.0  CM,79.0  KG,13,后卫
353,蒂莫泰·科沃杰伊恰克,法国,法国,1991-10-01,185.0 CM,84.0 KG,13,后卫
354,扬·奥布拉克,斯洛文尼亚,什科菲亚洛卡,1993年1月7日,189cm,84kg,14,门将
356,托马斯·勒马尔,法国,拜耶-马豪特,1995年11月12日,170cm,58kg,14,左边锋
358,何塞·希门尼斯,乌拉圭,托莱多,1995年1月20日,185cm,77kg,14,中后卫
359,卢卡斯·埃尔南德斯,法国,FromKB 法国,1996年2月14日,184cm,76kg,14,左后卫
362,哈维·曼奎洛,西班牙,马德里,1994年5月5日,180cm,62kg,14,右后卫
366,圣地亚哥·阿里亚斯,哥伦比亚,麦德林,1992年1月13日,177 CM,72 KG,14,右后卫
367,安东尼·格里兹曼,法国,法国马孔,1991年3月21日,176厘米,FromKB 70公斤,14,前锋
368,罗宾·恩加兰德,马拉维,马拉维,1992-11-02,170.0cm,67.0kg,14,前锋
369,托马斯·勒马尔,法国,拜马欧,1995年11月12日,171cm,62kg,14,左边锋
370,斯特凡·萨维奇,黑山,Mojkovac（黑山共和国）,1991年1月8日,188厘米,82公斤,14,中后卫
372,哈维·曼基洛,西班牙,马德里,1994年5月5日,180cm,62kg,14,右后卫
373,比托洛,西班牙,拉斯帕尔马斯,1989年11月2日,184cm,80kg,14,中场
374,科克,西班牙,马德里,1992年1月8日,176cm,74kg,14,中场
375,萨乌尔·尼格斯,西班牙,FromKB 西班牙,1994年11月21日,184cm,76kg,14,中场
377,迭戈·戈丁,乌拉圭,罗萨里奥,1986年2月16日,187cm,79kg,14,中后卫
379,迭戈·科斯塔,西班牙,巴西拉加尔托,1988年10月7日,188cm,FromKB 83kg,14,中锋
381,阿尔瓦罗·莫拉塔,西班牙,马德里,1992年10月23日,189cm（切尔西官网数据）,84.5kg（切尔西官网数据）,14,前锋
384,埃克托·莫雷诺,墨西哥,库利亚坎,1988年1月17日,184cm,81kg,15,左后卫
386,大卫·苏鲁图萨,西班牙,法国罗什福尔,1986年7月19日,186cm,70kg,15,中场
387,扬·安索特吉,西班牙,西班牙贝里亚图亚,1982-07-13,192.0  CM,84.0  KG,15,后卫
388,杰弗里·萨尔蓬,荷兰,阿姆斯特丹,1988-08-03,173厘米,67公斤,15,前卫
389,桑德罗·拉米雷斯,西班牙,拉斯帕尔马斯,1995年7月9日,175cm,71kg,15,前锋
390,特奥·埃尔南德斯,FromKB 法国（西班牙）双重国籍,马赛,1997年10月6日,184cm,78kg,15,左后卫
392,米克尔·冈萨雷斯,西班牙,蒙德拉贡,1985年9月24日,190厘米,74kg,15,后卫
393,米克尔·梅里诺,西班牙,潘普洛纳,1996年6月22日,188cm,78kg,15,中前卫
394,米格尔·莫亚,西班牙,比尼萨莱姆,1984年4月2日,188cm,83kg,15,门将
396,胡安米·希门尼斯,西班牙,科因,1993年5月20日,172cm,63kg,15,前锋
397,勒诺·苏比卡莱,西班牙,西班牙昂达罗亚,1984-02-26,185.0 CM,73.0 KG,15,门将
398,菲利普·蒙塔尼耶,法国,法国,1964-11-15,178厘米,73公斤,15,门将
399,尤里·贝尔基切,西班牙,萨劳斯（西班牙）,1990-02-10,182厘米,80公斤,15,左后卫
400,路易斯·阿科纳达,西班牙,圣塞瓦斯蒂安（西班牙）,1954-06-26,179厘米,78公斤,15,门将
401,阿吉尔特谢,西班牙,西班牙乌苏比尔,1987-02-24,185.0  CM,74.0  KG,15,前锋
402,阿尔科纳达,西班牙,圣塞瓦斯蒂安,FromKB 1954-06-26,179厘米,78公斤,15,门将
403,阿德南·雅努扎伊,比利时,布鲁塞尔,1995年2月5日,182cm,75kg,15,中场
404,阿西尔·伊利亚拉门迪,西班牙,穆特里库,1990年3月20日,179cm,73kg,15,中场
405,伊格纳西·米格尔,西班牙,巴塞罗那,1992年9月28日,188cm,82kg,16,后卫
406,戴维·富斯特,西班牙,西班牙奥利瓦,1982-02-03,178.0  CM,71.0  KG,16,中场
407,斯特凡·什切波维奇,塞尔维亚,塞尔维亚贝尔格莱德,1990-01-10,185厘米,79公斤,16,前锋
408,萨尔迪涅罗,西班牙,西班牙,1990年10月13日,180cm,78Kg,16,前锋
409,伊戈尔·加比隆多,西班牙,西班牙多诺斯蒂亚,1979-02-10,180.0 CM,77.0 KG,17,中场
410,劳尔·加西亚·埃斯库德罗,西班牙,西班牙潘普洛纳,1986年7月11日,1.84m,83.2kg,17,中前卫/后腰
413,伊戈尔·卡塞拉斯,西班牙,维多利亚（西班牙）,1989-07-19,169厘米,61公斤,17,前锋
414,卡洛斯·古尔佩吉,西班牙,西班牙伊鲁内亚,1980-09-19,180.0 CM,75.0 KG,17,中场
415,哈维·埃切贝里亚,西班牙,西班牙比斯开省伊戈雷,1987年07月20日,181厘米,82千克,17,后卫
416,FromKB哈维尔·卡斯蒂略·阿兰布鲁,西班牙,西班牙杜兰戈,1986年03月29日,183厘米,80千克,17,后卫
419,奥斯卡·德马科斯,西班牙,维多利亚(西班牙）,1989-04-14,180厘米,80公斤,17,前锋
420,米克尔·圣·何塞,西班牙,潘普洛纳,1989年5月30日,186cm,75kg,17,后腰
424,费尔南多·阿莫雷别塔·马尔达拉斯,西班牙,委内瑞拉,1985-03-21,192.0CM,77.0KG,17,后卫
425,加布里埃尔·保利斯塔,巴西,圣保罗,1990年11月26日,187cm,84kg,18,中后卫
426,贡萨洛·格德斯,葡萄牙,贝纳文蒂,1996年11月29日,179cm,68kg,18,左边锋
427,丹尼尔·帕雷霍,西班牙,科斯拉达,1989年4月16日,182cm,74kg,18,中前卫
430,何塞·路易斯·加亚,西班牙,佩德雷格尔,1995年5月25日,172cm,66kg,18,左后卫
434,克里斯蒂亚诺·皮奇尼,意大利,佛罗伦萨,1992年9月26日,189cm,77kg,18,右后卫
436,内马尼亚·马克西莫维奇,塞尔维亚,巴尼亚,1995年1月26日,184cm,75kg,18,中场
437,冈卡洛·格德斯,葡萄牙,贝纳文蒂,1996年11月29日,179cm,70kg,18,左边锋
440,凯文·加梅洛,法国,桑利,1987年5月9日,172cm,64kg,18,中锋
442,加布里埃尔·保利斯塔,巴西,圣保罗,1990年11月26日,187cm,72kg,18,中后卫
445,加梅洛,法国,桑利,1987年5月9日,172cm,64kg,18,中锋
446,华斯,丹麦,格拉德萨克斯,1989年5月31日,181cm,74kg,18,中前卫
447,卡洛斯·索莱尔,西班牙,瓦伦西亚,1997年1月2日,183cm,72kg,18,右前卫
449,吉列尔梅·西凯拉,巴西,弗洛里亚诺波利斯（巴西）,1986年04月28日,184厘米,76公斤,18,前卫
450,圣地亚哥·米纳·洛伦佐,西班牙,维戈,1995年12月7日,181cm,77kg,18,中锋
451,埃塞奎埃尔·加雷,阿根廷,罗萨里奥,1986年10月10日,189cm,90kg,18,后卫
452,大卫·纳瓦罗,西班牙,巴伦西亚（西班牙）,1980年5月25日,183cm,76kg,18,中后卫
454,安赫尔·迪尔贝特,西班牙,卡斯特利翁,1983-01-01,185.0  CM,78.0  KG,18,后卫
455,希门尼斯,西班牙,阿尔达亚,1997年3月11日,182cm,74kg,18,中后卫
456,库克林,法国,拉瓦勒,1991年5月13日,177cm,74kg,18,后腰
460,弗朗西斯·科奎林,法国,拉瓦勒,1991年5月13日,177cm,74kg,18,后腰
461,弗朗西斯科·阿尔卡塞尔·加西亚,西班牙,西班牙,1993年8月30日,188.0 CM,80.0 KG,18,前锋
462,拉契奇,塞尔维亚,克拉列沃,1998年3月17日,193cm,81kg,18,中前卫
463,拉托雷,西班牙,瓦伦西亚,1997年11月21日,171cm,64kg,18,左后卫
464,拉西奇,塞尔维亚,克拉列沃,1998年3月17日,193cm,81kg,18,中前卫
465,杰弗里·孔多比亚,法国,内穆尔,1993年2月15日,188cm,80kg,18,后腰
468,杰森·穆里略,哥伦比亚（西班牙）双重国籍,巴兰基亚,1992年5月27日,182cm,78kg,18,FromKB 中后卫
469,桑蒂·米纳,西班牙,维戈,1995年12月7日,181cm,77kg,18,前锋
470,沃斯,丹麦,格拉德萨克斯,1989年5月31日,181cm,74kg,18,中前卫
471,法昆多·隆卡利亚,阿根廷,查哈里（阿根廷）,1987-02-10,179.0CM,76.0KG,18,后卫
472,洛迪高,西班牙（巴西）双重国籍,里约热内卢,1991年3月6日,182cm,77kg,18,中锋
473,丹尼尔·瓦斯,丹麦,格拉德萨克斯,1989年5月31日,181cm,74kg,18,中前卫
474,皮希尼,意大利,佛罗伦萨,1992年9月26日,189cm,77kg,18,右后卫
476,弗朗西斯·科克兰,法国,拉瓦勒,1991年5月13日,177cm,74kg,18,后腰
478,穆利洛,哥伦比亚（西班牙）双重国籍,巴兰基亚,1992年5月27日,182cm,78kg,18,中后卫
479,索勒,西班牙,瓦伦西亚,1997年1月2日,180cm,76kg,18,右前卫
480,亚历克斯·阿莱格里亚,西班牙,普拉森西亚,1994年10月14日,189cm,82kg,19,前锋
482,佩德罗·洛佩斯,西班牙,托伦特,1983年11月1日,174厘米,72.0 KG,19,后卫
483,卡尔·梅贾尼,阿尔及利亚（法国）双重国籍,里昂,1985年5月15日,184cm,84kg,19,中后卫
485,卡洛斯·阿兰达,西班牙,西班牙马拉加,1980-07-27,186.0 CM,82.0 KG,19,前锋
486,吉内尔,西班牙,阿尔沃拉亚,1964-12-31,182厘米,80公斤,19,:后卫
487,奥耶尔·欧拉扎巴,西班牙,伊伦,1989年9月14日,189cm,85kg,19,门将
488,安东尼奥·卢纳,西班牙籍,松塞尔韦拉,1991年3月17日,177cm,68kg,19,左后卫
489,法赫德·阿尔-穆瓦拉德,沙特阿拉伯,吉达,1994年9月14日,167cm,59kg,19,右边锋
490,科克,西班牙,安达卢西亚,1995年9月27日,188cm,88kg,19,门将
491,米格尔·帕利亚多,西班牙,西班牙 瓦伦西亚,1986年6月5日,173厘米,73公斤,19,中场
492,罗杰·马蒂,西班牙,托伦特,1991年1月3日,179cm,74kg,19,前锋
493,西芒·马特·儒尼奥尔,莫桑比克共和国,莫桑比克,1988年06月23日,178厘米,78公斤,19,后卫
495,拉法·霍尔达,西班牙,西班牙圣佩佩图亚,1984-01-11,192.0 CM,80.0 KG,19,前锋
496,丹尼尔·托里比奥,西班牙,西班牙,1988-10-05,184厘米,公斤,20,前卫
498,丹尼斯·切里谢夫,俄罗斯（西班牙）双重国籍,下诺夫哥罗德,1990年12月26日,173cm,68kg,20,左边锋
499,何塞·卡塔拉,西班牙,西班牙比利亚卓约萨,1985年01月01日,180厘米,73千克,20,后卫
501,赫拉德·博尔达斯,西班牙,西班牙曼雷萨,1981-09-11,177.0  CM,70.0  KG,20,前锋
502,何塞·卡塔拉,西班牙,比利亚卓约萨,1984-12-31,175.0 CM,72.0 KG,20,左后卫
503,多里安·德尔维特,法国,Lille,1988-07-25,193厘米,80公斤,20,:后卫
504,恩里克·洛佩斯·德尔加多,西班牙,萨拉曼卡,1988-01-12,169厘米,65公斤,20,后卫
505,托马斯·皮纳,西班牙,马德里,1987-10-14,184cm,75kg,20,前卫
507,楚卡,西班牙,哈卡里利亚,1997年6月10日,181cm,75kg,20,中场
508,约尔迪·巴勃罗·里珀莱斯,西班牙,西班牙,1990-01-01,173厘米,65公斤,20,前卫
509,阿尔弗雷德·恩迪亚耶,法国,法国巴黎,1990-03-06,190.0  CM,87.0  KG,20,中场
511,霍纳坦·多斯桑托斯,墨西哥合众国,墨西哥蒙特雷,1990-04-26,180.0  CM,74.0  KG,20,中场
512,马里奥·加斯帕尔,西班牙,诺韦尔达,1990年11月24日,FromKB 178cm,71kg,20,右后卫
513,克瓦德沃·阿萨莫阿,加纳,阿克拉,1988年12月9日,173cm,75kg,21,中场
515,克里斯蒂安·安萨尔迪,阿根廷,阿根廷罗萨里奥,1986年9月20日,181cm,76kg,21,左后卫 左前卫
516,凯塔·巴尔德,塞内加尔,Arbùcies,1995年3月8日,184cm,77kg,21,左边锋
517,博尔哈·巴莱罗,西班牙,马德里,1985年1月12日,175cm,73kg,21,中前卫
518,卡斯泰格诺斯,荷兰,schiedam(斯希丹,1992年9月27日,187cm,74kg,21,前锋
519,卢卡·卡斯特拉齐,意大利,意大利戈尔贡佐拉,1975年7月19日,1.92米,86kg,21,守门员
520,卢多维奇·比亚比亚尼,法国,巴黎,1988-04-28,175CM,70KG,21,前锋
521,安德烈亚·拉诺基亚,意大利,阿西西,1988-02-16,195cm,80kg,21,后卫
522,马蒂亚·德索洛,意大利,意大利米兰,1993-10-05,172.0cm,69.0kg,21,中场
523,托马索·贝尔尼,意大利,佛罗伦萨,1983年3月6日,185cm,80kg,21,门将
524,拉德加-纳因格兰,比利时,安特卫普,1988年5月4日,176cm,65kg,21,中前卫
525,斯特凡·德弗里伊,荷兰,奥德凯尔克,1992年2月5日,189cm,82kg,21,后卫
526,毛罗·伊卡尔迪,阿根廷,阿根廷罗萨里奥,1993年2月19日,181cm,75kg,21,前锋
527,米兰达,巴西,巴拉那瓦伊,1984年9月7日,186cm,79kg,21,中后卫
528,萨米尔·汉达诺维奇,斯洛文尼亚,斯洛文尼亚卢布尔雅那,1984年7月14日,193厘米,92公斤,21,守门员
530,达尼埃莱·帕德利,意大利,莱科,1985年10月25日,191cm,82kg,21,门将
531,达尼洛·丹布罗西奥,意大利,那不勒斯,1988年9月9日,180厘米,75KG,21,后卫
532,马蒂亚斯·阿吉莱加雷,乌拉圭,巴西阿莱格雷港,1989年4月1日,174 cm,78 kg,21,右后卫/中场
533,马尔科·福萨蒂,意大利,意大利,1992-10-05,180厘米,73公斤,21,前卫
534,丹尼尔·鲁加尼,意大利,卢卡,1994年7月29日,190cm,84kg,22,中后卫
535,吉亚切里尼,意大利,塔拉,1985年5月5日,167CM,67.0KG,22,前锋
536,埃姆雷·詹（坎）,德国（土耳其）双重国籍,法兰克福,1994年1月12日,186cm,74KG,22,中前卫
539,布莱斯·马泰迪,法国（安哥拉）双重国籍,图卢兹,1987年4月9日,180cm,70kg,22,中前卫
540,帕维尔·内德维德,捷克,捷克卡罗维发利州海布市,1972年8月30日,177cm,77kg,22,前腰
541,沃伊切赫·什琴斯尼,波兰,华沙,1990年4月18日,196cm,75kg,22,门将
542,罗德里戈·本坦库尔,乌拉圭,新埃尔韦西亚,1997年6月5日,187cm,72kg,22,中场
543,胡安·夸德拉多,哥伦比亚,内科克利,1988年5月26日,179cm,72kg,22,边锋
545,若奥·坎塞洛,葡萄牙,巴雷罗,1994年5月27日,182cm,74kg,22,边后卫
546,若热·曼努埃尔·阿尔梅达·戈麦斯·安德拉德,葡萄牙,里斯本,1978年4月9日,184厘米,73公斤,22,后卫
549,莫伊塞·基恩,意大利,韦尔切利,2000年2月28日,182cm,67kg,22,前锋
550,莱昂纳多·博努奇,意大利,意大利维泰博,1987年5月1日,190厘米,85公斤,22,中后卫
551,费德里科·贝纳德斯基,意大利,卡拉拉,1994年2月16日,185cm,77kg,22,边锋
552,道格拉斯·科斯塔,巴西（葡萄牙）双重国籍,萨普卡亚,1990年9月14日,172cm,63kg,22,左边锋
554,阿尔贝托·利贝尔塔齐,意大利,未知（意大利）,1992-01-01,185cm,60kg,22,前锋
555,阿莱士·桑德罗,巴西,巴西卡坦杜瓦,1991年1月26日,180cm,80kg,22,左边后卫
556,FromKB 意大利,意大利,那不勒斯(意大利),1982-06-18,180厘米,73公斤,22,中锋
557,马塞洛·埃斯蒂加里维亚,巴拉圭,巴拉圭费尔南多·德拉莫拉,1987-09-21,181厘米,65公斤,22,中场
558,马蒂亚·德西利奥,意大利,米兰,1992年10月20日,182cm,78kg,22,边后卫
559,马里奥·曼祖基奇,克罗地亚,前南斯拉夫斯拉沃尼亚布罗德,1986-05-21,186cm,76kg,22,前锋
560,克里斯蒂安·丹尼尔·莱德斯马,阿根廷,布宜诺斯艾利斯,1982-09-24,180.0  CM,78.0  KG,23,中场
563,冈萨洛·巴雷托,乌拉圭,蒙德维的亚,1992年1月22日,174cm,71kg,23,前锋
564,卢卡斯·雷瓦,巴西/意大利,巴西多拉杜斯,1987年1月9日,179cm,73kg,23,后腰
566,奥根伊·奥纳齐,尼日利亚,贝努埃,1992年12月25日,173.0CM,69.0 KG,23,中场
567,安德烈·迪亚斯,巴西,杜坎普,1979年5月15日,184cm,80kg,23,后卫
568,弗朗西斯科·阿切尔比,意大利,意大利米兰,1988年2月10日,192厘米,77公斤,23,后卫
569,莫迪波·迪亚基特,法国,法国赖恩堡,1987年03月02日,192厘米,84千克,23,后卫
570,费德里科·马尔凯蒂,意大利,意大利格拉巴,1983年2月7日,188cm,76kg,23,守门员
571,路易斯·菲利佩,巴西,科利纳,1997年3月22日,187cm,80kg,23,后卫
572,路易斯·阿尔伯托,西班牙,加迪斯,FromKB 1992年9月28日,182cm,71kg,23,前腰
575,迪亚卡特,法国,法国,1987-03-02,181cm,84kg,23,右后卫
576,阿卜杜拉伊·孔科,法国,法国马赛,1984年3月9日,180cm,77kg,23,后卫
577,路易斯·阿尔伯托,西班牙,加的斯,1992年9月28日,176cm,76kg,23,前锋
578,阿尔瓦罗·冈萨雷斯,乌拉圭,蒙得维的亚（乌拉圭）,1984年10月29日,172厘米,66公斤,23,前卫
579,丹尼尔·德·罗西,意大利,意大利罗马,1983年07月24日,180厘米,FromKB 83千克,24,中场
580,亚历山大·马兰贡·多尼,巴西,巴西容迪亚伊,1979-10-22,194厘米,91公斤,24,门将
581,保罗·卡斯特利尼,意大利,Brescia,1979年03月25日,180.0 CM,74.0 KG,24,后卫
582,保罗·弗拉斯卡托雷,意大利,FromKB 意大利,1992-01-04,187.0CM,84.0KG,24,中场
583,内戈,法国,巴黎,1991年1月15日,179厘米,64公斤,24,后卫
584,吉列尔莫·布尔迪索,阿根廷,阿根廷阿尔托斯·德·齐皮昂,1988-09-26,187CM,86KG,24,后卫
585,哈维尔·帕斯托雷,阿根廷,科尔多瓦（阿根廷中部城市）,1989年6月20日,187CM,78kg,24,中场
586,拉贾·纳英戈兰,比利时,Antwerpen,1988-05-04,175厘米,65千克,24,中场
587,莱昂德罗·格雷科,意大利,意大利罗马,1986-07-19,183.0 CM,76.0 KG,24,中场
588,科斯塔斯·马诺拉斯,希腊,FromKB 希腊,1991年06月14日,186厘米,79公斤,24,后卫
589,胡安·古伊列梅·努内斯·赫苏斯,巴西,巴西贝洛奥里藏特,1991年6月10日,185cm,83kg,24,后卫
590,费德里科·法齐奥,阿根廷,阿根廷,1987年3月17日,195厘米,87kg,24,中后卫
591,贾斯汀·克鲁伊维特,荷兰（苏里南）双重国籍,赞丹,1999年5月5日,171cm,66kg,24,左边锋
592,里贝罗·菲利佩,巴西,巴西（具体未知）,1987-05-28,1.77米,58千克,24,前卫
593,阿德姆·拉贾季奇,塞尔维亚,塞尔维亚新帕扎尔,1991年9月29日,181cm,74 kg,24,中场
594,阿莱克斯·丹尼尔·佩纳,罗马尼亚,罗马尼亚,1990-01-26,190 CM,75 KG,24,门将
595,伯利沙,阿尔巴尼亚（瑞典）双重国籍,普里什蒂纳,1989年3月10日,194cm,82kg,25,门将
596,克里斯蒂安·拉伊蒙迪,意大利,意大利圣乔凡尼比安科,1981-04-30,182.0  CM,74.0  KG,25,中场
597,弗兰切斯科·罗西,意大利,梅拉泰(意大利),1991-04-27,193厘米,82公斤,25,门将
598,莱蒙迪,意大利,意大利,1981-04-30,182厘米,74公斤,25,前卫
599,贝里萨,阿尔巴尼亚（瑞典）双重国籍,普里什蒂纳,1989年3月10日,FromKB 180厘米,82kg,25,门将
600,马克西米利亚诺·莫拉莱斯,阿根廷,格兰纳德罗·巴戈里亚,1987年2月27日,160.0CM,54.0KG,25,中场
601,马西莫·穆塔雷利,意大利,意大利科莫,1978-01-13,178厘米,74公斤,25,中场
602,穆斯塔法·艾尔·卡比尔,摩洛哥,摩洛哥,1988-10-05,178厘米,76 kg,26,前锋
603,尼古拉·穆鲁,意大利,卡利亚里,1994年12月16日,180厘米,64公斤,26,后卫
604,巴托茨·萨拉蒙,波兰,Poznan,1991-05-01,194cm,84KG,26,后卫
605,拉格纳·克拉万,爱沙尼亚,维尔扬迪,1985年10月30日,187cm,85kg,26,中后卫
606,拉里韦,阿根廷,华金·拉里韦,1984.08.20,185cm,82kg,26,： 前锋
607,曼库西,意大利,意大利卡利亚里,1990-03-21,186CM,75KG,26,后卫
608,费德里科·马切蒂,意大利,意大利都灵,1983年02月07日,190厘米,75千克,26,守门员
609,奥雷斯蒂斯·卡尔内齐斯,希腊,雅典,1985年7月11日,190cm,79kg,28,门将
611,何塞·卡列洪,西班牙,西班牙莫特里尔,1987年2月11日,178厘米,73千克,28,边锋
612,FromKB马塞洛·埃斯蒂加里维亚,巴拉圭,巴拉圭,1993-03-29,169.0 CM,74.0 KG,28,前腰
613,卡利杜·库利巴利,塞内加尔（法国）双重国籍,孚日圣迪,1991年6月20日,187cm,89kg,28,中后卫
615,埃尔塞德·胡萨伊,阿尔巴尼亚,斯库台,1994年2月2日,182cm,70kg,28,右后卫
616,大卫·奥斯皮纳,哥伦比亚,麦德林,1988年8月31日,183cm,76kg,28,门将
617,安东尼·雷维耶,法国,法国杜埃-拉-方丹,1979年11月10日,180厘米,77公斤,28,右后卫/进攻型右后卫
618,德力斯·梅尔滕斯,比利时,勒芬（比利时）,1987年5月6日,169cm,61kg,dirty_data,中锋
621,根纳罗·耶佐,意大利,意大利斯塔比亚海堡,1973年06月08日,190厘米,82千克,28,守门员
622,法奥齐·古拉姆,阿尔及利亚（法国）双重国籍,雅雷地区圣普里耶斯,1991年2月1日,184cm,80kg,28,左后卫
624,瓦尔特·加尔加诺,乌拉圭,派桑杜（乌拉圭）,1984-07-23,168厘米,65公斤,28,前卫
625,米格尔·安赫尔·布里托斯,乌拉圭,乌拉圭蒙得维的亚,1985-07-17,188厘米,82公斤,28,后卫
626,胡萨伊·埃尔塞德,阿尔巴尼亚,斯库台,1994年2月2日,182cm,70kg,28,右后卫
627,萨尔瓦托雷·阿罗尼卡,意大利,意大利巴勒莫,1978-01-20,181厘米,78公斤,dirty_data,左后卫
628,姆巴耶·尼昂,法国（塞内加尔）双重国籍,默朗,1994年12月19日,184cm,75kg,29,前锋
631,安德雷亚·贝洛蒂,意大利,贝尔加莫,1993-12-20,181公分,72公斤,29,中锋
632,安蒂莫·伊昂科,意大利,布林迪西,1984-06-10,170cm,74kg,29,前锋
633,尼古拉斯·安德雷斯·布尔迪索,阿根廷,阿根廷阿尔托斯·德·奇皮昂,1981年4月12日,182cm,80kg,29,FromKB 后卫
634,德维泽,意大利,意大利,1980-01-09,173cm,70kg,29,中场
635,朱塞佩·德费乌迪斯,意大利,意大利博拉特,1983-07-10,174.0 CM,66.0 KG,29,中场
636,斯蒂法诺·古贝蒂,意大利,意大利卡利亚里,1984-11-06,180厘米,68公斤,29,前卫
637,费德里克·巴扎雷蒂,意大利,都灵,1981年12月6日,178cm,70kg,29,后卫
638,达尼埃莱·德维泽,意大利,罗马,1980-01-09,73.0  CM,70.0  KG,29,中场
